Item,Region_Number,Region_Name,Average_Annual_Percent_Growth,Year,Spending,Population,State,SpendingAdjusted,perCapSpendAdjusted
Nursing Home Care (Millions of Dollars),6,Southwest,8.8,1990,139,1515069,New Mexico,333.609571537873,0.00022019430899706418
Nursing Home Care (Millions of Dollars),2,Mideast,6.0,1990,4781,17990778,New York,11474.729219586843,0.0006378117288527958
Nursing Home Care (Millions of Dollars),5,Southeast,9.0,1990,898,6632448,North Carolina,2155.261836266259,0.000324957215837389
Nursing Home Care (Millions of Dollars),4,Plains,6.9,1990,172,638800,North Dakota,412.8118439173681,0.000646230187722868
Nursing Home Care (Millions of Dollars),3,Great Lakes,6.7,1990,2384,10847115,Ohio,5721.76416220352,0.0005274917950260064
Nursing Home Care (Millions of Dollars),6,Southwest,6.1,1990,502,3145576,Oklahoma,1204.8345677123184,0.00038302510182946413
Nursing Home Care (Millions of Dollars),8,Far West,7.4,1990,440,2842337,Oregon,1056.0302983932672,0.00037153592216308877
Nursing Home Care (Millions of Dollars),2,Mideast,7.3,1990,2853,11882842,Pennsylvania,6847.396457536343,0.0005762423212844489
Nursing Home Care (Millions of Dollars),1,New England,6.1,1990,318,1003464,Rhode Island,763.221897475134,0.0007605872233335068
Nursing Home Care (Millions of Dollars),5,Southeast,7.9,1990,372,3486310,South Carolina,892.8256159143077,0.0002560947293597838
Nursing Home Care (Millions of Dollars),4,Plains,6.1,1990,153,696004,South Dakota,367.2105355776588,0.000527598312046567
Nursing Home Care (Millions of Dollars),5,Southeast,7.7,1990,710,4877203,Tennessee,1704.0488905891357,0.0003493906016602417
Nursing Home Care (Millions of Dollars),6,Southwest,7.2,1990,1915,16986335,Texas,4596.131866870697,0.00027057819517104176
Nursing Home Care (Millions of Dollars),7,Rocky Mountains,7.4,1990,153,1722850,Utah,367.2105355776588,0.00021314132720646532
Nursing Home Care (Millions of Dollars),1,New England,6.1,1990,115,562758,Vermont,276.0079188982403,0.0004904557889861012
Nursing Home Care (Millions of Dollars),5,Southeast,8.2,1990,748,6189197,Virginia,1795.2515072685542,0.0002900621045458004
Nursing Home Care (Millions of Dollars),8,Far West,6.9,1990,838,4866669,Washington,2011.2577046671772,0.00041327193295191786
Nursing Home Care (Millions of Dollars),5,Southeast,7.8,1990,282,1793477,West Virginia,676.8194185156849,0.0003773783653292933
Nursing Home Care (Millions of Dollars),3,Great Lakes,6.0,1990,1195,4891954,Wisconsin,2868.082287681714,0.0005862856207727452
Nursing Home Care (Millions of Dollars),7,Rocky Mountains,7.2,1990,53,453589,Wyoming,127.20364957918899,0.00028043812698100925
"Other Health, Residential, and Personal Care (Millions of Dollars)",5,Southeast,10.0,1990,202,4040389,Alabama,484.81390971690905,0.00011999188932474301
"Other Health, Residential, and Personal Care (Millions of Dollars)",8,Far West,10.0,1990,47,550043,Alaska,112.80323641928082,0.0002050807599029182
"Other Health, Residential, and Personal Care (Millions of Dollars)",6,Southwest,10.9,1990,319,3665339,Arizona,765.6219663351187,0.0002088816249561415
"Other Health, Residential, and Personal Care (Millions of Dollars)",5,Southeast,10.5,1990,153,2350624,Arkansas,367.2105355776588,0.00015621832142344278
"Other Health, Residential, and Personal Care (Millions of Dollars)",8,Far West,9.7,1990,1980,29811427,California,4752.136342769702,0.00015940653705606586
"Other Health, Residential, and Personal Care (Millions of Dollars)",7,Rocky Mountains,7.5,1990,358,3294473,Colorado,859.224651874522,0.0002608079203789262
"Other Health, Residential, and Personal Care (Millions of Dollars)",1,New England,9.3,1990,556,3287116,Connecticut,1334.438286151492,0.00040596020528374787
"Other Health, Residential, and Personal Care (Millions of Dollars)",2,Mideast,11.2,1990,59,666168,Delaware,141.6040627390972,0.00021256509279805874
"Other Health, Residential, and Personal Care (Millions of Dollars)",2,Mideast,10.0,1990,148,606900,District of Columbia,355.2101912777353,0.0005852861942292557
"Other Health, Residential, and Personal Care (Millions of Dollars)",5,Southeast,11.2,1990,749,12938071,Florida,1797.6515761285389,0.0001389427818202991
"Other Health, Residential, and Personal Care (Millions of Dollars)",5,Southeast,10.7,1990,260,6478149,Georgia,624.0179035960215,9.632657470459872e-05
"Other Health, Residential, and Personal Care (Millions of Dollars)",8,Far West,7.8,1990,45,1108229,Hawaii,108.00309869931142,9.745557885537323e-05
"Other Health, Residential, and Personal Care (Millions of Dollars)",7,Rocky Mountains,10.2,1990,72,1006734,Idaho,172.80495791889825,0.0001716490730609061
"Other Health, Residential, and Personal Care (Millions of Dollars)",3,Great Lakes,7.8,1990,1120,11430602,Illinois,2688.077123182862,0.00023516496534328307
"Other Health, Residential, and Personal Care (Millions of Dollars)",3,Great Lakes,8.2,1990,593,5544156,Indiana,1423.2408339709261,0.0002567100987004922
"Other Health, Residential, and Personal Care (Millions of Dollars)",4,Plains,7.1,1990,393,2776831,Iowa,943.2270619739863,0.0003396775179958688
"Other Health, Residential, and Personal Care (Millions of Dollars)",4,Plains,8.0,1990,243,2477588,Kansas,583.2167329762817,0.00023539698003714973
"Other Health, Residential, and Personal Care (Millions of Dollars)",5,Southeast,10.9,1990,165,3686892,Kentucky,396.0113618974752,0.00010741062170995927
"Other Health, Residential, and Personal Care (Millions of Dollars)",5,Southeast,7.9,1990,542,4221826,Louisiana,1300.8373221117065,0.00030812196478767874
"Other Health, Residential, and Personal Care (Millions of Dollars)",1,New England,8.8,1990,241,1227928,Maine,578.4165952563122,0.00047105090465915936
"Other Health, Residential, and Personal Care (Millions of Dollars)",2,Mideast,9.9,1990,364,4780753,Maryland,873.6250650344301,0.00018273796304356867
"Other Health, Residential, and Personal Care (Millions of Dollars)",1,New England,8.3,1990,1092,6016425,Massachusetts,2620.8751951032905,0.00043562002270505995
"Other Health, Residential, and Personal Care (Millions of Dollars)",3,Great Lakes,5.9,1990,898,9295287,Michigan,2155.261836266259,0.00023186608829466575
"Other Health, Residential, and Personal Care (Millions of Dollars)",4,Plains,7.3,1990,1041,4375665,Minnesota,2498.471683244071,0.0005709924510318022
"Other Health, Residential, and Personal Care (Millions of Dollars)",5,Southeast,11.2,1990,98,2575475,Mississippi,235.2067482785004,9.132558004969973e-05
"Other Health, Residential, and Personal Care (Millions of Dollars)",4,Plains,9.2,1990,386,5116901,Missouri,926.4265799540935,0.0001810522775316727
"Other Health, Residential, and Personal Care (Millions of Dollars)",7,Rocky Mountains,10.6,1990,71,799065,Montana,170.40488905891357,0.0002132553535180662
"Other Health, Residential, and Personal Care (Millions of Dollars)",4,Plains,8.7,1990,112,1578417,Nebraska,268.80771231828624,0.00017030208893992286
"Other Health, Residential, and Personal Care (Millions of Dollars)",8,Far West,11.6,1990,66,1201675,Nevada,158.40454475899008,0.00013181978884389714
"Other Health, Residential, and Personal Care (Millions of Dollars)",1,New England,11.6,1990,83,1109252,New Hampshire,199.20571537872993,0.00017958562651113538
"Other Health, Residential, and Personal Care (Millions of Dollars)",2,Mideast,9.4,1990,656,7747750,New Jersey,1574.445172149962,0.00020321321314574709
"Other Health, Residential, and Personal Care (Millions of Dollars)",6,Southwest,10.3,1990,114,1515069,New Mexico,273.6078500382556,0.00018059101601198072
"Other Health, Residential, and Personal Care (Millions of Dollars)",2,Mideast,8.2,1990,3077,17990778,New York,7385.011882172917,0.00041048874496549937
"Other Health, Residential, and Personal Care (Millions of Dollars)",5,Southeast,9.4,1990,489,6632448,North Carolina,1173.6336725325173,0.0001769533168646806
"Other Health, Residential, and Personal Care (Millions of Dollars)",4,Plains,9.4,1990,117,638800,North Dakota,280.8080566182097,0.00043958681374171843
"Other Health, Residential, and Personal Care (Millions of Dollars)",3,Great Lakes,9.2,1990,1062,10847115,Ohio,2548.8731293037495,0.00023498166372383343
"Other Health, Residential, and Personal Care (Millions of Dollars)",6,Southwest,8.1,1990,261,3145576,Oklahoma,626.4179724560063,0.00019914253302288874
"Other Health, Residential, and Personal Care (Millions of Dollars)",8,Far West,9.9,1990,359,2842337,Oregon,861.6247207345067,0.00030313953649215654
"Other Health, Residential, and Personal Care (Millions of Dollars)",2,Mideast,8.3,1990,1731,11882842,Pennsylvania,4154.519196633512,0.0003496233642283144
"Other Health, Residential, and Personal Care (Millions of Dollars)",1,New England,8.3,1990,207,1003464,Rhode Island,496.81425401683254,0.0004950992302831318
"Other Health, Residential, and Personal Care (Millions of Dollars)",5,Southeast,9.0,1990,290,3486310,South Carolina,696.0199693955625,0.00019964374062993897
"Other Health, Residential, and Personal Care (Millions of Dollars)",4,Plains,7.8,1990,72,696004,South Dakota,172.80495791889825,0.0002482815586101492
"Other Health, Residential, and Personal Care (Millions of Dollars)",5,Southeast,10.5,1990,237,4877203,Tennessee,568.8163198163735,0.0001166275670330666
"Other Health, Residential, and Personal Care (Millions of Dollars)",6,Southwest,9.6,1990,1066,16986335,Texas,2558.473404743688,0.00015061950707693497
"Other Health, Residential, and Personal Care (Millions of Dollars)",7,Rocky Mountains,8.9,1990,169,1722850,Utah,405.611637337414,0.0002354306163260957
"Other Health, Residential, and Personal Care (Millions of Dollars)",1,New England,9.6,1990,68,562758,Vermont,163.20468247895948,0.00029000864044395543
"Other Health, Residential, and Personal Care (Millions of Dollars)",5,Southeast,11.1,1990,272,6189197,Virginia,652.8187299158379,0.0001054771289257456
"Other Health, Residential, and Personal Care (Millions of Dollars)",8,Far West,9.0,1990,368,4866669,Washington,883.225340474369,0.0001814845719884317
"Other Health, Residential, and Personal Care (Millions of Dollars)",5,Southeast,11.1,1990,150,1793477,West Virginia,360.01032899770473,0.00020073317304749642
"Other Health, Residential, and Personal Care (Millions of Dollars)",3,Great Lakes,6.9,1990,591,4891954,Wisconsin,1418.4406962509568,0.0002899538091018347
"Other Health, Residential, and Personal Care (Millions of Dollars)",7,Rocky Mountains,10.4,1990,24,453589,Wyoming,57.60165263963275,0.00012699084995366455
Personal Health Care (Millions of Dollars),3,Great Lakes,7.6,2000,24626,6080485,Indiana,44860.07731707318,0.007377713672029974
Hospital Care (Millions of Dollars),3,Great Lakes,7.3,2000,9355,6080485,Indiana,17041.583013937285,0.0028026683749630635
Physician & Clinical Services (Millions of Dollars),3,Great Lakes,7.9,2000,5658,6080485,Indiana,10306.924285714287,0.0016950825938579384
Other Professional Services (Millions of Dollars),3,Great Lakes,9.4,2000,615,6080485,Indiana,1120.3178571428573,0.0001842481080280368
Dental Services (Millions of Dollars),3,Great Lakes,6.4,2000,1209,6080485,Indiana,2202.3809581881537,0.0003622048172453602
Home Health Care (Millions of Dollars),3,Great Lakes,11.4,2000,418,6080485,Indiana,761.45181184669,0.00012522879537515348
Prescription Drugs (Millions of Dollars),3,Great Lakes,9.3,2000,2902,6080485,Indiana,5286.442961672475,0.0008694113975566875
Other Non-durable Medical Products (Millions of Dollars),3,Great Lakes,4.8,2000,533,6080485,Indiana,970.942142857143,0.00015968169362429857
Durable Medical Products (Millions of Dollars),3,Great Lakes,6.6,2000,615,6080485,Indiana,1120.3178571428573,0.0001842481080280368
Nursing Home Care (Millions of Dollars),3,Great Lakes,6.8,2000,2206,6080485,Indiana,4018.5710452961675,0.0006608964655444702
"Other Health, Residential, and Personal Care (Millions of Dollars)",3,Great Lakes,8.2,2000,1116,6080485,Indiana,2032.9670383275263,0.00033434290822648626
Personal Health Care (Millions of Dollars),5,Southeast,7.3,2010,30212,4779736,Alabama,43462.10179036578,0.009092992121398708
Personal Health Care (Millions of Dollars),8,Far West,8.6,2010,6269,710231,Alaska,9018.400507209159,0.01269784127587948
Personal Health Care (Millions of Dollars),6,Southwest,8.7,2010,39411,6392017,Arizona,56695.51481729464,0.008869737802214018
Personal Health Care (Millions of Dollars),5,Southeast,7.6,2010,18000,2915918,Arkansas,25894.274865172247,0.00888031654702644
Personal Health Care (Millions of Dollars),8,Far West,7.3,2010,243177,37253956,California,349827.3377159996,0.009390340658479318
Personal Health Care (Millions of Dollars),7,Rocky Mountains,7.9,2010,30986,5029196,Colorado,44575.55560956818,0.008863356212318665
Personal Health Care (Millions of Dollars),1,New England,7.4,2010,31560,3574097,Connecticut,45401.295263602005,0.012702871596266695
Personal Health Care (Millions of Dollars),2,Mideast,8.7,2010,7612,897934,Delaware,10950.401126316176,0.01219510690798675
Personal Health Care (Millions of Dollars),2,Mideast,6.4,2010,9086,601723,District of Columbia,13070.854523608614,0.021722378110207875
Personal Health Care (Millions of Dollars),5,Southeast,8.6,2010,137071,18801310,Florida,197186.3416691125,0.010487904389061853
Personal Health Care (Millions of Dollars),5,Southeast,8.3,2010,54582,9687653,Georgia,78520.0728161573,0.008105169829695315
Personal Health Care (Millions of Dollars),8,Far West,7.4,2010,8920,1360301,Hawaii,12832.051766518693,0.009433244382323245
Personal Health Care (Millions of Dollars),7,Rocky Mountains,8.7,2010,8908,1567582,Idaho,12814.788916608577,0.00817487628501002
Personal Health Care (Millions of Dollars),3,Great Lakes,6.6,2010,89754,12830632,Illinois,129117.48590270389,0.010063221040296682
Personal Health Care (Millions of Dollars),3,Great Lakes,7.6,2010,45862,6483802,Indiana,65975.73521480721,0.01017547038216269
Personal Health Care (Millions of Dollars),4,Plains,6.6,2010,20644,3046355,Iowa,29697.85612870088,0.009748652448155544
Personal Health Care (Millions of Dollars),4,Plains,6.9,2010,19418,2853118,Kansas,27934.168296217485,0.009790751134799712
Personal Health Care (Millions of Dollars),5,Southeast,7.8,2010,29455,4339367,Kentucky,42373.1036752027,0.009764812166199056
Personal Health Care (Millions of Dollars),5,Southeast,7.1,2010,33015,4533372,Louisiana,47494.415815203436,0.010476620011594776
Personal Health Care (Millions of Dollars),1,New England,7.7,2010,10992,1328361,Maine,15812.770517665187,0.011903970771247566
Personal Health Care (Millions of Dollars),2,Mideast,7.6,2010,43863,5773552,Maryland,63100.03213394724,0.010929152822031782
Personal Health Care (Millions of Dollars),1,New England,7.3,2010,65033,6547629,Massachusetts,93554.57651704148,0.014288313604366021
Personal Health Care (Millions of Dollars),3,Great Lakes,6.3,2010,68692,9883640,Michigan,98818.30716880067,0.009998169416207053
Personal Health Care (Millions of Dollars),4,Plains,7.4,2010,43124,5303925,Minnesota,62036.92829364934,0.0116964188395668
Personal Health Care (Millions of Dollars),5,Southeast,7.7,2010,18709,2967297,Mississippi,26914.221580694866,0.00907028234136821
Personal Health Care (Millions of Dollars),4,Plains,7.1,2010,43761,5988927,Missouri,62953.29790971127,0.010511615504699133
Personal Health Care (Millions of Dollars),7,Rocky Mountains,7.9,2010,6825,989415,Montana,9818.245886377812,0.00992328384588652
Personal Health Care (Millions of Dollars),4,Plains,7.4,2010,14052,1826341,Nebraska,20214.79724474447,0.011068468180227279
Personal Health Care (Millions of Dollars),8,Far West,9.5,2010,15592,2700551,Nevada,22430.19631654254,0.008305785121829782
Personal Health Care (Millions of Dollars),1,New England,8.9,2010,10775,1316470,New Hampshire,15500.600648457277,0.011774366790323575
Personal Health Care (Millions of Dollars),2,Mideast,7.5,2010,65341,8791894,New Jersey,93997.65633140111,0.01069140009324511
Personal Health Care (Millions of Dollars),6,Southwest,8.3,2010,12483,2059179,New Mexico,17957.679618996957,0.008720795821537106
Personal Health Care (Millions of Dollars),2,Mideast,7.0,2010,170825,19378102,New York,245743.86132461386,0.012681523780017974
Personal Health Care (Millions of Dollars),5,Southeast,8.7,2010,63661,9535483,North Carolina,91580.85734398503,0.009604217987068408
Personal Health Care (Millions of Dollars),4,Plains,7.6,2010,6021,672591,North Dakota,8661.634942400116,0.012878011960314836
Personal Health Care (Millions of Dollars),3,Great Lakes,7.0,2010,87509,11536504,Ohio,125887.89439868658,0.01091213546137431
