Item,Region_Number,Region_Name,Average_Annual_Percent_Growth,Year,Spending,Population,State,SpendAdjust,perCapSpendAdjusted
Dental Services (Millions of Dollars),5,Southeast,6.1,2007,1050,4373448,Louisiana,1588.5515235697542,0.00036322634305238204
Dental Services (Millions of Dollars),1,New England,7.2,2007,415,1315749,Maine,627.8560783632838,0.0004771852977758553
Dental Services (Millions of Dollars),2,Mideast,6.8,2007,1908,5627211,Maryland,2886.6250542581824,0.000512976153596903
Dental Services (Millions of Dollars),1,New England,6.7,2007,2742,6499672,Massachusetts,4148.388835836444,0.0006382458739204753
Dental Services (Millions of Dollars),3,Great Lakes,5.0,2007,3390,10051145,Michigan,5128.75206181092,0.0005102654535190687
Dental Services (Millions of Dollars),4,Plains,6.4,2007,2126,5191267,Minnesota,3216.4386086755217,0.0006195864340392282
Dental Services (Millions of Dollars),5,Southeast,6.5,2007,585,2920312,Mississippi,885.0501345602917,0.000303066978651696
Dental Services (Millions of Dollars),4,Plains,6.2,2007,1503,5905750,Missouri,2273.898038024134,0.00038503120484682454
Dental Services (Millions of Dollars),7,Rocky Mountains,6.5,2007,283,957123,Montana,428.1524582573719,0.00044733274433627853
Dental Services (Millions of Dollars),4,Plains,6.1,2007,481,1768745,Nebraska,727.7078884162398,0.0004114261176236483
Dental Services (Millions of Dollars),8,Far West,8.4,2007,904,2564816,Nevada,1367.6672164829124,0.0005332418452173226
Dental Services (Millions of Dollars),1,New England,8.0,2007,552,1316496,New Hampshire,835.1242295338137,0.0006343537918336355
Dental Services (Millions of Dollars),2,Mideast,6.0,2007,3352,8630810,New Jersey,5071.261625719826,0.0005875765572083995
Dental Services (Millions of Dollars),6,Southwest,7.3,2007,521,1966357,New Mexico,788.2241369331829,0.000400855051719084
Dental Services (Millions of Dollars),2,Mideast,5.7,2007,6327,19419540,New York,9572.157609167461,0.0004929137152150598
Dental Services (Millions of Dollars),5,Southeast,7.9,2007,2810,9047856,North Carolina,4251.266458315247,0.000469864513572635
Dental Services (Millions of Dollars),4,Plains,7.1,2007,218,637534,North Dakota,329.81355441733945,0.0005173270043908866
Dental Services (Millions of Dollars),3,Great Lakes,5.6,2007,3252,11518989,Ohio,4919.971004427467,0.00042711830043656325
Dental Services (Millions of Dollars),6,Southwest,6.6,2007,1010,3608759,Oklahoma,1528.0352750528114,0.0004234240288843925
Dental Services (Millions of Dollars),8,Far West,6.7,2007,1515,3730833,Oregon,2292.052912579217,0.0006143541971938215
Dental Services (Millions of Dollars),2,Mideast,5.7,2007,3573,12517701,Pennsylvania,5405.613898775935,0.0004318375953200939
Dental Services (Millions of Dollars),1,New England,6.1,2007,332,1059706,Rhode Island,502.2848626906271,0.0004739851078418232
Dental Services (Millions of Dollars),5,Southeast,7.7,2007,1151,4417059,South Carolina,1741.3550510750356,0.0003942340482830398
Dental Services (Millions of Dollars),4,Plains,7.7,2007,246,795521,South Dakota,372.17492837919957,0.0004678379682990136
Dental Services (Millions of Dollars),5,Southeast,6.7,2007,1667,6172788,Tennessee,2522.0146569436006,0.00040856978353113706
Dental Services (Millions of Dollars),6,Southwest,7.6,2007,6150,23824518,Texas,9304.373209479989,0.00039053773131863525
Dental Services (Millions of Dollars),7,Rocky Mountains,8.2,2007,906,2662908,Utah,1370.6930289087593,0.0005147354053946885
Dental Services (Millions of Dollars),1,New England,7.1,2007,233,620438,Vermont,352.50714761119315,0.0005681585389856733
Dental Services (Millions of Dollars),5,Southeast,7.5,2007,2589,7705466,Virginia,3916.9141852591374,0.0005083293061391923
Dental Services (Millions of Dollars),8,Far West,6.8,2007,2983,6464167,Washington,4512.999233151026,0.0006981563491709026
Dental Services (Millions of Dollars),5,Southeast,5.7,2007,374,1812295,West Virginia,565.8269236334172,0.00031221568433031997
Dental Services (Millions of Dollars),3,Great Lakes,6.0,2007,1995,5601508,Wisconsin,3018.2478947825334,0.0005388277397412506
Dental Services (Millions of Dollars),7,Rocky Mountains,6.4,2007,153,523226,Wyoming,231.47465057730705,0.00044239898356982844
Home Health Care (Millions of Dollars),5,Southeast,11.3,2007,814,4634063,Alabama,1231.5056573197905,0.00026575073694936615
Home Health Care (Millions of Dollars),8,Far West,15.7,2007,54,679893,Alaska,81.69693549787308,0.0001201614599618956
Home Health Care (Millions of Dollars),6,Southwest,12.8,2007,732,6360238,Arizona,1107.4473478600573,0.00017412042566018084
Home Health Care (Millions of Dollars),5,Southeast,11.2,2007,296,2841595,Arkansas,447.8202390253783,0.00015759467447872702
Home Health Care (Millions of Dollars),8,Far West,12.2,2007,8311,36185908,California,12573.763535607835,0.00034747680051604163
Home Health Care (Millions of Dollars),7,Rocky Mountains,11.5,2007,607,4837229,Colorado,918.3340712446104,0.0001898471358797796
Home Health Care (Millions of Dollars),1,New England,9.4,2007,814,3488084,Connecticut,1231.5056573197905,0.00035306077987794747
Home Health Care (Millions of Dollars),2,Mideast,12.3,2007,138,865314,Delaware,208.78105738345343,0.0002412777990226131
Home Health Care (Millions of Dollars),2,Mideast,12.8,2007,198,585916,District of Columbia,299.555430158868,0.0005112600273057366
Home Health Care (Millions of Dollars),5,Southeast,10.9,2007,4834,18262096,Florida,7313.388633272564,0.0004004681956152549
Home Health Care (Millions of Dollars),5,Southeast,11.9,2007,1050,9526642,Georgia,1588.5515235697542,0.00016674831735775882
Home Health Care (Millions of Dollars),8,Far West,11.5,2007,145,1269796,Hawaii,219.37140087391847,0.00017276113712274923
Home Health Care (Millions of Dollars),7,Rocky Mountains,11.7,2007,156,1498390,Idaho,236.0133692160778,0.00015751130828160745
Home Health Care (Millions of Dollars),3,Great Lakes,10.1,2007,1769,12775864,Illinois,2676.331090661805,0.00020948337354419278
Home Health Care (Millions of Dollars),3,Great Lakes,11.4,2007,680,6344771,Indiana,1028.7762247880314,0.00016214552499814908
Home Health Care (Millions of Dollars),4,Plains,11.6,2007,346,2979867,Iowa,523.4655496715571,0.00017566742061694604
Home Health Care (Millions of Dollars),4,Plains,11.0,2007,289,2773740,Kansas,437.2298955349133,0.0001576318961167641
Home Health Care (Millions of Dollars),5,Southeast,11.7,2007,623,4254513,Kentucky,942.5405706513875,0.00022153900355960542
Home Health Care (Millions of Dollars),5,Southeast,12.9,2007,1010,4373448,Louisiana,1528.0352750528114,0.00034938914903133894
Home Health Care (Millions of Dollars),1,New England,9.3,2007,234,1315749,Maine,354.0200538241167,0.00026906351730012087
Home Health Care (Millions of Dollars),2,Mideast,9.5,2007,643,5627211,Maryland,972.798694909859,0.00017287403918386196
Home Health Care (Millions of Dollars),1,New England,12.7,2007,2202,6499672,Massachusetts,3331.4194808577136,0.0005125519381374496
Home Health Care (Millions of Dollars),3,Great Lakes,12.8,2007,2123,10051145,Michigan,3211.899890036751,0.0003195556217761012
Home Health Care (Millions of Dollars),4,Plains,14.5,2007,1316,5191267,Minnesota,1990.9845762074256,0.00038352575126793237
Home Health Care (Millions of Dollars),5,Southeast,10.6,2007,497,2920312,Mississippi,751.9143878230171,0.00025747741605109905
Home Health Care (Millions of Dollars),4,Plains,9.8,2007,814,5905750,Missouri,1231.5056573197905,0.00020852654740207265
Home Health Care (Millions of Dollars),7,Rocky Mountains,11.1,2007,101,957123,Montana,152.80352750528112,0.00015964878861471422
Home Health Care (Millions of Dollars),4,Plains,10.6,2007,133,1768745,Nebraska,201.21652631883555,0.00011376231526807739
Home Health Care (Millions of Dollars),8,Far West,15.5,2007,397,2564816,Nevada,600.6237665306595,0.00023417811122928878
Home Health Care (Millions of Dollars),1,New England,10.0,2007,198,1316496,New Hampshire,299.555430158868,0.00022753994707076054
Home Health Care (Millions of Dollars),2,Mideast,7.8,2007,1538,8630810,New Jersey,2326.849755476459,0.0002695980742799875
Home Health Care (Millions of Dollars),6,Southwest,13.6,2007,397,1966357,New Mexico,600.6237665306595,0.00030545001061895653
Home Health Care (Millions of Dollars),2,Mideast,9.2,2007,6731,19419540,New York,10183.371719188586,0.0005243878958610032
Home Health Care (Millions of Dollars),5,Southeast,13.7,2007,1784,9047856,North Carolina,2699.024683855659,0.00029830544206889
Home Health Care (Millions of Dollars),4,Plains,10.1,2007,39,637534,North Dakota,59.00334230401945,9.254932647359897e-05
Home Health Care (Millions of Dollars),3,Great Lakes,11.0,2007,2165,11518989,Ohio,3275.441950979541,0.00028435151305201706
Home Health Care (Millions of Dollars),6,Southwest,9.8,2007,715,3608759,Oklahoma,1081.7279422403565,0.00029975067391320854
Home Health Care (Millions of Dollars),8,Far West,10.5,2007,413,3730833,Oregon,624.8302659374367,0.00016747741481257315
Home Health Care (Millions of Dollars),2,Mideast,9.9,2007,1864,12517701,Pennsylvania,2820.057180889545,0.00022528555210653658
Home Health Care (Millions of Dollars),1,New England,8.8,2007,200,1059706,Rhode Island,302.5812425847151,0.0002855331974950742
Home Health Care (Millions of Dollars),5,Southeast,10.5,2007,559,4417059,South Carolina,845.7145730242787,0.00019146553691591593
Home Health Care (Millions of Dollars),4,Plains,11.3,2007,35,795521,South Dakota,52.95171745232515,6.656231256286779e-05
Home Health Care (Millions of Dollars),5,Southeast,12.1,2007,1031,6172788,Tennessee,1559.8063055242062,0.0002526907299463721
Home Health Care (Millions of Dollars),6,Southwest,13.3,2007,5158,23824518,Texas,7803.570246259803,0.00032754367774658874
Home Health Care (Millions of Dollars),7,Rocky Mountains,16.9,2007,362,2662908,Utah,547.6720490783343,0.00020566690590825305
Home Health Care (Millions of Dollars),1,New England,10.4,2007,135,620438,Vermont,204.24233874468268,0.000329190569798566
Home Health Care (Millions of Dollars),5,Southeast,11.3,2007,843,7705466,Virginia,1275.379937494574,0.00016551626306502088
Home Health Care (Millions of Dollars),8,Far West,10.4,2007,791,6464167,Washington,1196.7088144225481,0.00018512962527461745
Home Health Care (Millions of Dollars),5,Southeast,12.6,2007,266,1812295,West Virginia,402.4330526376711,0.0002220571444702276
Home Health Care (Millions of Dollars),3,Great Lakes,11.3,2007,897,5601508,Wisconsin,1357.076872992447,0.00024226991606411113
Home Health Care (Millions of Dollars),7,Rocky Mountains,7.7,2007,30,523226,Wyoming,45.38718638770727,8.674489873918206e-05
Prescription Drugs (Millions of Dollars),5,Southeast,10.0,2007,4517,4634063,Alabama,6833.7973637757905,0.0014746880574942097
Prescription Drugs (Millions of Dollars),8,Far West,9.8,2007,450,679893,Alaska,680.807795815609,0.0010013454996824632
Prescription Drugs (Millions of Dollars),6,Southwest,11.0,2007,3970,6360238,Arizona,6006.237665306595,0.0009443416528291229
Prescription Drugs (Millions of Dollars),5,Southeast,9.1,2007,2330,2841595,Arkansas,3525.0714761119307,0.0012405256470791688
Prescription Drugs (Millions of Dollars),8,Far West,9.6,2007,23246,36185908,California,35169.01782562144,0.0009718981716755993
Prescription Drugs (Millions of Dollars),7,Rocky Mountains,9.5,2007,2596,4837229,Colorado,3927.5045287496023,0.0008119327261019899
Prescription Drugs (Millions of Dollars),1,New England,10.2,2007,4000,3488084,Connecticut,6051.6248516943015,0.0017349424072626409
Prescription Drugs (Millions of Dollars),2,Mideast,12.2,2007,908,865314,Delaware,1373.7188413346066,0.0015875379819748747
Prescription Drugs (Millions of Dollars),2,Mideast,9.5,2007,458,585916,District of Columbia,692.9110455189975,0.0011826115783132693
Prescription Drugs (Millions of Dollars),5,Southeast,11.2,2007,15245,18262096,Florida,23064.255216019912,0.0012629577248975097
Prescription Drugs (Millions of Dollars),5,Southeast,10.4,2007,6869,9526642,Georgia,10392.15277657204,0.001090851611362329
Prescription Drugs (Millions of Dollars),8,Far West,10.5,2007,1012,1269796,Hawaii,1531.0610874786585,0.0012057535915049808
Prescription Drugs (Millions of Dollars),7,Rocky Mountains,9.9,2007,882,1498390,Idaho,1334.3832797985938,0.0008905447045152422
Prescription Drugs (Millions of Dollars),3,Great Lakes,9.2,2007,9137,12775864,Illinois,13823.424067482709,0.0010819952425513224
Prescription Drugs (Millions of Dollars),3,Great Lakes,9.3,2007,4880,6344771,Indiana,7382.982319067049,0.0011636325911631876
Prescription Drugs (Millions of Dollars),4,Plains,9.2,2007,2522,2979867,Iowa,3815.5494689932575,0.0012804428751327685
Prescription Drugs (Millions of Dollars),4,Plains,9.5,2007,2078,2773740,Kansas,3143.81911045519,0.001133422422597356
Prescription Drugs (Millions of Dollars),5,Southeast,9.2,2007,3669,4254513,Kentucky,5550.852895216599,0.0013046975988125077
Prescription Drugs (Millions of Dollars),5,Southeast,9.2,2007,4145,4373448,Louisiana,6270.99625256822,0.001433879230430594
Prescription Drugs (Millions of Dollars),1,New England,10.0,2007,1192,1315749,Maine,1803.384205804902,0.0013706141565031796
Prescription Drugs (Millions of Dollars),2,Mideast,10.1,2007,4980,5627211,Maryland,7534.272940359407,0.0013389000235390866
Prescription Drugs (Millions of Dollars),1,New England,10.0,2007,5548,6499672,Massachusetts,8393.603669299997,0.0012913888068967168
Prescription Drugs (Millions of Dollars),3,Great Lakes,8.7,2007,7466,10051145,Michigan,11295.357785687414,0.0011237881640039434
Prescription Drugs (Millions of Dollars),4,Plains,9.7,2007,3875,5191267,Minnesota,5862.511575078855,0.001129302649060211
Prescription Drugs (Millions of Dollars),5,Southeast,9.3,2007,2539,2920312,Mississippi,3841.2688746129584,0.0013153624936694977
Prescription Drugs (Millions of Dollars),4,Plains,9.8,2007,4809,5905750,Missouri,7275.5659779494745,0.0012319461504380434
Prescription Drugs (Millions of Dollars),7,Rocky Mountains,9.7,2007,608,957123,Montana,919.846977457534,0.0009610540938390719
Prescription Drugs (Millions of Dollars),4,Plains,9.9,2007,1477,1768745,Nebraska,2234.5624764881213,0.001263360448503386
Prescription Drugs (Millions of Dollars),8,Far West,12.5,2007,1715,2564816,Nevada,2594.634155163932,0.0010116258457386151
Prescription Drugs (Millions of Dollars),1,New England,11.0,2007,1047,1316496,New Hampshire,1584.0128049309837,0.0012032036595105368
Prescription Drugs (Millions of Dollars),2,Mideast,10.2,2007,8575,8630810,New Jersey,12973.17077581966,0.0015031232034791243
Prescription Drugs (Millions of Dollars),6,Southwest,9.7,2007,1010,1966357,New Mexico,1528.0352750528114,0.0007770894476703932
Prescription Drugs (Millions of Dollars),2,Mideast,10.5,2007,17950,19419540,New York,27156.666521978183,0.0013984196598878337
Prescription Drugs (Millions of Dollars),5,Southeast,10.7,2007,7735,9047856,North Carolina,11702.329556963856,0.0012933814991047444
Prescription Drugs (Millions of Dollars),4,Plains,9.8,2007,643,637534,North Dakota,972.798694909859,0.0015258773569877984
Prescription Drugs (Millions of Dollars),3,Great Lakes,8.5,2007,8420,11518989,Ohio,12738.670312816506,0.001105884406419392
Prescription Drugs (Millions of Dollars),6,Southwest,9.5,2007,2896,3608759,Oklahoma,4381.376392626675,0.0012140950372764362
Prescription Drugs (Millions of Dollars),8,Far West,9.7,2007,2244,3730833,Oregon,3394.9615418005037,0.0009099741376257001
Prescription Drugs (Millions of Dollars),2,Mideast,9.8,2007,11328,12517701,Pennsylvania,17138.201579998262,0.0013691173467075353
Prescription Drugs (Millions of Dollars),1,New England,10.2,2007,1113,1059706,Rhode Island,1683.8646149839396,0.0015889922440600881
Prescription Drugs (Millions of Dollars),5,Southeast,10.8,2007,3792,4417059,South Carolina,5736.940359406199,0.0012988145187569826
Prescription Drugs (Millions of Dollars),4,Plains,9.7,2007,514,795521,South Dakota,777.6337934427178,0.0009775151044946868
